"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"46649","1.0","interacts with","Technologies numÃ©riques appliquÃ©es Ã  l'histoire (interacts with) Migration ","false","interacts with","Technologies numÃ©riques appliquÃ©es Ã  l'histoire (interacts with) Migration "
"46650","1.0","interacts with","Technologies numÃ©riques appliquÃ©es Ã  l'histoire (interacts with) Named Entity Recognition ","false","interacts with","Technologies numÃ©riques appliquÃ©es Ã  l'histoire (interacts with) Named Entity Recognition "
"46651","1.0","interacts with","Technologies numÃ©riques appliquÃ©es Ã  l'histoire (interacts with) Open Archival Information Systems","false","interacts with","Technologies numÃ©riques appliquÃ©es Ã  l'histoire (interacts with) Open Archival Information Systems"
"46652","1.0","interacts with","Technologies numÃ©riques appliquÃ©es Ã  l'histoire (interacts with) Preservation Metadata ","false","interacts with","Technologies numÃ©riques appliquÃ©es Ã  l'histoire (interacts with) Preservation Metadata "
"46654","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Cluster Analysis ","false","interacts with","Advanced Master in Digital Humanities (interacts with) Cluster Analysis "
"46656","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Debugging","false","interacts with","Advanced Master in Digital Humanities (interacts with) Debugging"
"46657","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Emulation ","false","interacts with","Advanced Master in Digital Humanities (interacts with) Emulation "
"46658","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Encoding","false","interacts with","Advanced Master in Digital Humanities (interacts with) Encoding"
"46659","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Gamification","false","interacts with","Advanced Master in Digital Humanities (interacts with) Gamification"
"46660","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Information Retrieval","false","interacts with","Advanced Master in Digital Humanities (interacts with) Information Retrieval"
"46661","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Linked Open Data","false","interacts with","Advanced Master in Digital Humanities (interacts with) Linked Open Data"
"46662","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Machine Learning","false","interacts with","Advanced Master in Digital Humanities (interacts with) Machine Learning"
"46663","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Named Entity Recognition ","false","interacts with","Advanced Master in Digital Humanities (interacts with) Named Entity Recognition "
"46664","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Open Archival Information Systems","false","interacts with","Advanced Master in Digital Humanities (interacts with) Open Archival Information Systems"
"46665","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Pattern Recognition","false","interacts with","Advanced Master in Digital Humanities (interacts with) Pattern Recognition"
"46666","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Photography","false","interacts with","Advanced Master in Digital Humanities (interacts with) Photography"
"46667","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) POS-Tagging","false","interacts with","Advanced Master in Digital Humanities (interacts with) POS-Tagging"
"46668","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Preservation Metadata ","false","interacts with","Advanced Master in Digital Humanities (interacts with) Preservation Metadata "
"46669","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Principal Component Analysis","false","interacts with","Advanced Master in Digital Humanities (interacts with) Principal Component Analysis"
"46670","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Sequence Alignment","false","interacts with","Advanced Master in Digital Humanities (interacts with) Sequence Alignment"
"46671","1.0","interacts with","Advanced Master in Digital Humanities (interacts with) Web Crawling ","false","interacts with","Advanced Master in Digital Humanities (interacts with) Web Crawling "
"46672","1.0","interacts with","Digital Humanities1 (interacts with) Brainstorming","false","interacts with","Digital Humanities1 (interacts with) Brainstorming"
"46673","1.0","interacts with","Digital Humanities1 (interacts with) Concordancing ","false","interacts with","Digital Humanities1 (interacts with) Concordancing "
"46674","1.0","interacts with","Digital Humanities1 (interacts with) Encoding","false","interacts with","Digital Humanities1 (interacts with) Encoding"
"46675","1.0","interacts with","Digital Humanities1 (interacts with) Linked Open Data","false","interacts with","Digital Humanities1 (interacts with) Linked Open Data"
"46676","1.0","interacts with","Digital Humanities1 (interacts with) Mapping","false","interacts with","Digital Humanities1 (interacts with) Mapping"
"46678","1.0","interacts with","Digital Humanities and Text Encoding (interacts with) Encoding","false","interacts with","Digital Humanities and Text Encoding (interacts with) Encoding"
"46679","1.0","interacts with","Digital Humanities1 (interacts with) Encoding","false","interacts with","Digital Humanities1 (interacts with) Encoding"
"46681","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Bit Stream Preservation ","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Bit Stream Preservation "
"46682","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Browsing","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Browsing"
"46683","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Debugging","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Debugging"
"46684","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Distance Measures","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Distance Measures"
"46685","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Emulation ","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Emulation "
"46686","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Encoding","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Encoding"
"46687","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Information Retrieval","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Information Retrieval"
"46688","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Linked Open Data","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Linked Open Data"
"46689","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Machine Learning","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Machine Learning"
"46690","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Mapping","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Mapping"
"46691","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Open Archival Information Systems","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Open Archival Information Systems"
"46692","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) POS-Tagging","false","interacts with","Undergraduate Study of Information Sciences (interacts with) POS-Tagging"
"46693","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Preservation Metadata ","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Preservation Metadata "
"46694","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Scanning","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Scanning"
"46695","1.0","interacts with","Undergraduate Study of Information Sciences (interacts with) Searching","false","interacts with","Undergraduate Study of Information Sciences (interacts with) Searching"
